"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 20, 2018","170.64","173.90","173.90","170.32","-","-1.92%"
"Nov 19, 2018","173.98","173.86","174.84","173.68","-","0.06%"
"Nov 16, 2018","173.88","174.12","174.36","172.89","-","-0.11%"
"Nov 15, 2018","174.08","170.94","174.29","170.81","-","1.90%"
"Nov 14, 2018","170.83","170.94","171.47","169.72","-","-0.08%"
"Nov 13, 2018","170.96","169.79","171.39","166.82","-","0.64%"
"Nov 12, 2018","169.88","170.43","171.05","169.56","-","-0.32%"
"Nov 09, 2018","170.43","174.55","174.55","170.25","-","-2.46%"
"Nov 08, 2018","174.72","175.19","176.98","174.46","-","-0.18%"
"Nov 07, 2018","175.04","174.00","176.05","173.41","-","0.63%"
"Nov 06, 2018","173.95","173.24","174.34","172.22","-","0.38%"
"Nov 05, 2018","173.30","176.46","176.46","172.59","-","-1.76%"
"Nov 02, 2018","176.40","171.36","177.40","171.07","-","3.13%"
"Nov 01, 2018","171.04","167.20","171.33","166.98","-","2.27%"
"Oct 31, 2018","167.24","162.76","167.30","162.76","-","2.76%"
"Oct 30, 2018","162.75","163.09","163.70","161.87","-","-0.21%"
"Oct 29, 2018","163.10","164.55","165.79","162.77","-","-0.86%"
"Oct 26, 2018","164.51","166.31","166.68","163.65","-","-1.02%"
"Oct 25, 2018","166.21","167.36","167.36","163.60","-","-0.69%"
"Oct 24, 2018","167.37","168.96","170.34","167.27","-","-0.92%"
"Oct 23, 2018","168.92","173.73","173.73","168.34","-","-2.82%"
"Oct 22, 2018","173.82","169.98","174.05","169.47","-","2.27%"
"Oct 19, 2018","169.96","169.24","170.76","167.16","-","0.43%"
"Oct 18, 2018","169.23","170.53","171.62","169.09","-","-0.83%"
"Oct 17, 2018","170.64","171.02","171.63","170.44","-","-0.13%"
"Oct 16, 2018","170.87","169.88","171.32","169.32","-","0.66%"
"Oct 15, 2018","169.75","172.55","172.55","169.57","-","-1.66%"
"Oct 12, 2018","172.62","167.55","172.67","167.43","-","3.16%"
"Oct 11, 2018","167.34","174.09","174.09","166.23","-","-3.96%"
"Oct 10, 2018","174.24","175.81","177.10","174.10","-","-0.87%"
"Oct 09, 2018","175.77","176.26","177.12","175.65","-","-0.29%"
"Oct 08, 2018","176.28","178.99","179.60","175.81","-","-1.60%"
"Oct 05, 2018","179.14","180.79","180.79","178.42","-","-0.96%"
"Oct 04, 2018","180.87","184.57","184.57","180.52","-","-2.11%"
"Oct 03, 2018","184.77","184.63","185.42","183.75","-","0.05%"
"Oct 02, 2018","184.67","188.71","188.74","184.39","-","-2.19%"
"Oct 01, 2018","188.81","189.04","189.30","188.72","-","-0.09%"
"Sep 28, 2018","188.98","189.30","190.11","188.70","-","-0.11%"
"Sep 27, 2018","189.19","189.27","189.90","188.58","-","0.00%"
"Sep 26, 2018","189.19","187.89","189.80","187.83","-","0.64%"
"Sep 25, 2018","187.98","187.69","188.09","187.56","-","0.12%"
"Sep 24, 2018","187.76","190.53","190.57","187.57","-","-1.45%"
"Sep 21, 2018","190.52","186.95","191.07","186.94","-","1.95%"
"Sep 20, 2018","186.87","186.15","187.14","185.79","-","0.42%"
"Sep 19, 2018","186.09","183.08","186.19","183.07","-","1.69%"
"Sep 18, 2018","183.00","182.58","183.42","181.11","-","0.22%"
"Sep 17, 2018","182.59","185.08","185.16","182.48","-","-1.39%"
"Sep 14, 2018","185.17","183.35","185.55","183.35","-","1.06%"
"Sep 13, 2018","183.23","179.92","183.54","179.81","-","1.92%"
"Sep 12, 2018","179.78","180.12","180.40","179.02","-","-0.19%"
"Sep 11, 2018","180.12","181.08","181.34","179.42","-","-0.57%"
"Sep 10, 2018","181.15","184.05","184.16","180.98","-","-1.61%"
"Sep 07, 2018","184.12","183.94","185.01","182.52","-","0.10%"
"Sep 06, 2018","183.94","185.97","185.97","183.58","-","-1.11%"
"Sep 05, 2018","186.01","190.19","190.23","185.86","-","-2.23%"
"Sep 04, 2018","190.25","189.61","191.04","189.06","-","0.32%"
"Sep 03, 2018","189.65","191.00","191.16","188.98","-","-0.71%"
"Aug 31, 2018","191.01","192.51","192.51","189.88","-","-0.79%"
"Aug 30, 2018","192.54","194.34","195.23","192.37","-","-0.92%"
"Aug 29, 2018","194.32","193.36","194.38","193.34","-","0.50%"
"Aug 28, 2018","193.36","192.91","194.58","192.91","-","0.28%"
"Aug 27, 2018","192.82","189.01","192.94","189.01","-","2.09%"
"Aug 24, 2018","188.87","189.42","189.43","187.78","-","-0.31%"
"Aug 23, 2018","189.46","190.41","190.97","189.35","-","-0.51%"
"Aug 22, 2018","190.43","189.52","190.55","188.59","-","0.53%"
"Aug 21, 2018","189.43","187.66","189.70","187.66","-","0.96%"
"Aug 20, 2018","187.62","185.16","187.93","185.15","-","1.36%"
"Aug 17, 2018","185.11","184.29","186.25","184.29","-","0.48%"
"Aug 16, 2018","184.22","184.76","185.55","182.52","-","-0.31%"
"Aug 15, 2018","184.79","188.56","188.56","184.22","-","-2.02%"
"Aug 14, 2018","188.60","190.32","190.67","188.29","-","-0.95%"
"Aug 13, 2018","190.40","193.89","193.89","190.16","-","-1.84%"
"Aug 10, 2018","193.96","194.70","195.26","193.20","-","-0.40%"
"Aug 09, 2018","194.74","193.66","195.41","192.93","-","0.54%"
"Aug 08, 2018","193.69","193.22","194.86","193.22","-","0.27%"
"Aug 07, 2018","193.17","191.02","193.53","190.88","-","1.10%"
"Aug 06, 2018","191.06","191.12","192.96","190.85","-","0.04%"
"Aug 03, 2018","190.99","191.21","191.81","190.77","-","-0.13%"
"Aug 02, 2018","191.23","195.05","195.05","190.63","-","-1.96%"
"Aug 01, 2018","195.06","196.27","197.29","194.94","-","-0.62%"
"Jul 31, 2018","196.27","197.01","197.01","195.67","-","-0.38%"
"Jul 30, 2018","197.02","198.42","198.43","196.73","-","-0.70%"
"Jul 27, 2018","198.41","198.55","199.31","197.64","-","-0.10%"
"Jul 26, 2018","198.60","199.98","200.83","198.39","-","-0.54%"
"Jul 25, 2018","199.67","197.63","199.90","197.35","-","1.11%"
"Jul 24, 2018","197.47","195.51","198.29","195.37","-","0.97%"
"Jul 23, 2018","195.58","195.42","196.02","194.91","-","0.17%"
"Jul 20, 2018","195.25","193.84","195.71","192.94","-","0.70%"
"Jul 19, 2018","193.90","195.23","196.24","193.81","-","-0.70%"
"Jul 18, 2018","195.27","195.15","196.60","195.04","-","0.02%"
"Jul 17, 2018","195.23","196.60","196.60","194.48","-","-0.66%"
"Jul 16, 2018","196.52","196.89","197.63","195.73","-","-0.21%"
"Jul 13, 2018","196.94","196.24","197.63","196.24","-","0.37%"
"Jul 12, 2018","196.21","194.23","196.39","193.86","-","0.89%"
"Jul 11, 2018","194.47","196.85","196.86","193.59","-","-1.31%"
"Jul 10, 2018","197.06","197.60","198.86","196.88","-","-0.24%"
"Jul 09, 2018","197.54","194.35","197.79","194.35","-","1.66%"
"Jul 06, 2018","194.31","192.77","194.50","191.28","-","0.79%"
"Jul 05, 2018","192.79","193.52","193.90","191.16","-","-0.44%"
"Jul 04, 2018","193.64","195.35","195.98","193.32","-","-0.84%"
"Jul 03, 2018","195.28","197.50","197.92","192.82","-","-1.18%"
"Jul 02, 2018","197.61","197.92","198.16","196.79","-","-0.15%"
"Jun 29, 2018","197.91","194.27","198.40","194.27","-","1.87%"
"Jun 28, 2018","194.27","194.06","194.75","192.63","-","0.04%"
"Jun 27, 2018","194.20","198.32","198.79","194.08","-","-2.07%"
"Jun 26, 2018","198.30","199.38","199.38","196.28","-","-0.53%"
"Jun 25, 2018","199.35","203.60","203.60","198.97","-","-2.13%"
"Jun 22, 2018","203.69","203.48","204.20","202.04","-","0.10%"
"Jun 21, 2018","203.49","205.74","207.11","203.27","-","-1.06%"
"Jun 20, 2018","205.67","204.40","206.77","204.02","-","0.60%"
"Jun 19, 2018","204.44","210.18","210.18","203.72","-","-2.84%"
"Jun 18, 2018","210.42","210.19","210.42","209.57","-","-0.02%"
"Jun 15, 2018","210.47","211.03","211.42","209.95","-","-0.32%"
"Jun 14, 2018","211.15","212.83","212.83","210.21","-","-0.76%"
"Jun 13, 2018","212.77","214.46","214.59","212.72","-","-0.80%"
"Jun 12, 2018","214.49","213.73","214.70","213.14","-","0.33%"
"Jun 11, 2018","213.78","213.15","213.96","212.77","-","0.28%"
"Jun 08, 2018","213.19","216.05","216.06","212.42","-","-1.35%"
"Jun 07, 2018","216.10","215.58","216.70","215.56","-","0.28%"
"Jun 06, 2018","215.50","214.00","215.61","214.00","-","0.69%"
"Jun 05, 2018","214.03","213.50","214.35","212.94","-","0.27%"
"Jun 04, 2018","213.45","209.53","213.62","209.53","-","1.90%"
"Jun 01, 2018","209.47","208.16","209.62","207.89","-","0.61%"
"May 31, 2018","208.21","205.90","208.33","205.88","-","1.19%"
"May 30, 2018","205.77","208.36","208.36","205.41","-","-1.33%"
"May 29, 2018","208.55","210.28","210.28","208.18","-","-0.83%"
"May 28, 2018","210.30","209.34","210.50","209.17","-","0.48%"
"May 25, 2018","209.29","209.58","209.62","208.84","-","-0.16%"
"May 24, 2018","209.63","208.95","209.93","208.79","-","0.33%"
"May 23, 2018","208.95","211.07","211.35","208.43","-","-0.98%"
"May 22, 2018","211.02","211.25","211.55","211.02","-","-0.07%"
"May 21, 2018","211.17","210.01","212.36","210.01","-","0.53%"
"May 18, 2018","210.05","210.22","211.15","209.91","-","-0.10%"
"May 17, 2018","210.25","211.42","213.40","210.15","-","-0.55%"
"May 16, 2018","211.41","211.16","211.47","209.76","-","0.07%"
"May 15, 2018","211.27","213.80","213.98","210.77","-","-1.20%"
"May 14, 2018","213.84","211.23","214.13","211.22","-","1.29%"
"May 11, 2018","211.12","209.69","211.97","209.69","-","0.79%"
"May 10, 2018","209.46","207.71","209.90","207.71","-","0.83%"
"May 09, 2018","207.73","207.33","208.26","207.14","-","0.13%"
"May 08, 2018","207.46","204.81","207.52","204.81","-","1.27%"
"May 07, 2018","204.86","203.50","204.95","203.06","-","0.70%"
"May 04, 2018","203.44","203.74","204.31","202.36","-","-0.10%"
"May 03, 2018","203.64","205.70","205.71","202.79","-","-1.03%"
"May 02, 2018","205.75","206.62","206.76","205.14","-","-0.17%"
"May 01, 2018","206.11","205.57","206.11","205.56","-","-0.23%"
"Apr 30, 2018","206.58","203.08","206.83","203.08","-","1.37%"
"Apr 27, 2018","203.78","201.52","203.96","201.52","-","1.13%"
"Apr 26, 2018","201.50","202.43","203.23","200.18","-","-0.50%"
"Apr 25, 2018","202.51","204.57","204.57","201.85","-","-0.99%"
"Apr 24, 2018","204.54","203.51","205.46","203.17","-","0.44%"
"Apr 23, 2018","203.65","205.60","205.60","203.47","-","-1.00%"
"Apr 20, 2018","205.70","208.94","208.94","205.39","-","-1.59%"
"Apr 19, 2018","209.03","206.74","209.46","206.74","-","1.13%"
"Apr 18, 2018","206.70","205.36","207.65","204.80","-","0.67%"
"Apr 17, 2018","205.33","206.82","206.88","204.41","-","-0.70%"
"Apr 16, 2018","206.77","208.89","208.89","206.00","-","-1.01%"
"Apr 13, 2018","208.87","210.10","211.09","208.66","-","-0.61%"
"Apr 12, 2018","210.15","210.97","211.65","209.28","-","-0.39%"
"Apr 11, 2018","210.98","210.49","211.87","210.49","-","0.24%"
"Apr 10, 2018","210.48","206.92","210.56","206.75","-","1.68%"
"Apr 09, 2018","207.01","204.71","207.44","204.71","-","1.04%"
"Apr 06, 2018","204.88","203.99","206.00","203.99","-","0.35%"
"Apr 05, 2018","204.16","203.92","204.45","203.79","-","0.07%"
"Apr 04, 2018","204.01","206.62","207.19","202.79","-","-1.25%"
"Apr 03, 2018","206.60","206.61","207.27","204.63","-","-0.00%"
"Apr 02, 2018","206.61","207.82","208.01","206.28","-","-0.49%"
"Mar 30, 2018","207.62","207.77","208.00","207.62","-","0.17%"
"Mar 29, 2018","207.26","206.57","207.58","205.29","-","0.34%"
"Mar 28, 2018","206.55","211.52","211.52","206.30","-","-2.37%"
"Mar 27, 2018","211.56","210.83","213.49","210.83","-","0.39%"
"Mar 26, 2018","210.73","208.39","210.83","207.12","-","1.10%"
"Mar 23, 2018","208.44","213.58","213.63","207.22","-","-2.47%"
"Mar 22, 2018","213.71","217.55","218.88","213.50","-","-1.71%"
"Mar 21, 2018","217.43","218.63","220.52","217.36","-","-0.58%"
"Mar 20, 2018","218.69","217.79","218.74","216.30","-","0.44%"
"Mar 19, 2018","217.74","218.87","219.37","217.50","-","-0.54%"
"Mar 16, 2018","218.92","218.99","219.11","217.83","-","-0.00%"
"Mar 15, 2018","218.93","217.66","219.30","216.32","-","0.60%"
"Mar 14, 2018","217.63","218.11","218.11","215.81","-","-0.22%"
"Mar 13, 2018","218.11","218.32","219.13","217.97","-","-0.10%"
"Mar 12, 2018","218.32","214.71","218.56","214.71","-","1.71%"
"Mar 09, 2018","214.65","212.33","214.78","212.32","-","1.05%"
"Mar 08, 2018","212.41","209.95","212.81","209.95","-","1.18%"
"Mar 07, 2018","209.94","211.26","212.04","209.30","-","-0.61%"
"Mar 06, 2018","211.23","206.92","211.41","206.92","-","2.11%"
"Mar 05, 2018","206.87","209.71","210.47","206.09","-","-1.35%"
"Mar 02, 2018","209.70","212.39","212.39","208.66","-","-1.29%"
"Mar 01, 2018","212.44","212.05","213.15","210.24","-","0.05%"
"Feb 28, 2018","212.33","214.18","214.20","211.53","-","-0.94%"
"Feb 27, 2018","214.34","216.59","218.28","214.12","-","-1.01%"
"Feb 26, 2018","216.52","215.42","217.01","215.42","-","0.54%"
"Feb 23, 2018","215.36","212.46","215.49","212.46","-","1.39%"
"Feb 22, 2018","212.40","214.52","214.55","212.22","-","-1.02%"
"Feb 21, 2018","214.59","210.73","215.40","210.73","-","1.92%"
"Feb 20, 2018","210.54","210.89","211.92","209.26","-","0.03%"
"Feb 19, 2018","210.47","210.81","210.83","210.47","-","0.00%"
"Feb 16, 2018","210.47","211.15","211.37","210.47","-","-0.23%"
"Feb 15, 2018","210.95","208.12","211.56","208.04","-","1.47%"
"Feb 14, 2018","207.89","204.16","208.27","204.06","-","1.90%"
"Feb 13, 2018","204.02","201.46","205.03","201.46","-","1.28%"
"Feb 12, 2018","201.44","200.66","202.90","200.66","-","0.47%"
"Feb 09, 2018","200.50","205.29","205.29","198.00","-","-2.33%"
"Feb 08, 2018","205.28","206.36","208.35","205.06","-","-0.55%"
"Feb 07, 2018","206.41","207.51","212.83","206.24","-","-0.42%"
"Feb 06, 2018","207.28","216.56","216.56","205.97","-","-4.35%"
"Feb 05, 2018","216.71","220.30","220.30","215.19","-","-1.73%"
"Feb 02, 2018","220.53","221.46","222.15","219.88","-","-0.43%"
"Feb 01, 2018","221.48","223.74","225.08","221.21","-","-1.00%"
"Jan 31, 2018","223.72","222.05","223.96","220.64","-","0.75%"
"Jan 30, 2018","222.05","225.32","225.33","221.66","-","-1.50%"
"Jan 29, 2018","225.43","226.56","228.08","225.27","-","-0.53%"
"Jan 26, 2018","226.62","223.41","226.62","223.16","-","1.39%"
"Jan 25, 2018","223.51","224.57","225.18","222.95","-","-0.35%"
"Jan 24, 2018","224.29","224.62","225.07","222.74","-","-0.18%"
"Jan 23, 2018","224.70","221.53","224.72","221.53","-","1.47%"
"Jan 22, 2018","221.45","219.50","221.64","219.09","-","0.85%"
"Jan 19, 2018","219.59","217.81","219.86","217.81","-","0.81%"
"Jan 18, 2018","217.83","216.92","218.37","216.81","-","0.42%"
"Jan 17, 2018","216.92","216.09","217.11","214.78","-","0.37%"
"Jan 16, 2018","216.12","213.82","217.30","213.67","-","1.04%"
"Jan 15, 2018","213.90","214.39","215.97","213.74","-","-0.24%"
"Jan 12, 2018","214.42","212.39","214.66","212.39","-","0.97%"
"Jan 11, 2018","212.37","213.19","213.24","211.62","-","-0.40%"
"Jan 10, 2018","213.23","213.99","214.39","212.82","-","-0.43%"
"Jan 09, 2018","214.15","213.44","214.15","213.20","-","0.30%"
"Jan 08, 2018","213.52","212.27","213.54","212.27","-","0.59%"
"Jan 05, 2018","212.27","211.08","212.33","210.32","-","0.57%"
"Jan 04, 2018","211.06","209.63","211.32","209.57","-","0.65%"
"Jan 03, 2018","209.69","208.42","210.35","208.41","-","0.60%"
"Jan 02, 2018","208.43","203.71","208.48","203.71","-","2.37%"
"Dec 29, 2017","203.61","202.98","204.04","202.98","-","0.30%"
"Dec 28, 2017","203.00","201.33","203.32","201.33","-","0.81%"
"Dec 27, 2017","201.36","201.07","201.58","200.90","-","0.12%"
"Dec 26, 2017","201.12","202.04","202.04","201.01","-","-0.42%"
"Dec 25, 2017","201.97","202.04","202.09","201.85","-","-0.02%"
"Dec 22, 2017","202.01","200.47","202.11","200.47","-","0.75%"
"Dec 21, 2017","200.50","199.25","200.73","199.07","-","0.63%"
"Dec 20, 2017","199.24","199.47","199.81","198.99","-","-0.11%"
"Dec 19, 2017","199.45","198.88","200.15","198.85","-","0.29%"
"Dec 18, 2017","198.88","197.81","198.97","197.50","-","0.56%"
"Dec 15, 2017","197.78","199.42","199.42","197.15","-","-0.84%"
"Dec 14, 2017","199.46","199.54","200.66","199.16","-","-0.02%"
"Dec 13, 2017","199.49","197.77","199.71","197.10","-","0.87%"
"Dec 12, 2017","197.77","199.48","199.82","197.57","-","-0.89%"
"Dec 11, 2017","199.54","197.21","199.61","197.21","-","1.15%"
"Dec 08, 2017","197.28","194.59","197.66","194.59","-","1.35%"
"Dec 07, 2017","194.66","193.88","195.17","193.01","-","0.37%"
"Dec 06, 2017","193.94","197.25","197.42","193.40","-","-1.72%"
"Dec 05, 2017","197.34","199.23","199.23","196.72","-","-0.93%"
"Dec 04, 2017","199.19","199.09","200.70","197.82","-","0.04%"
"Dec 01, 2017","199.11","199.83","200.91","198.95","-","-0.36%"
"Nov 30, 2017","199.83","203.39","203.39","199.67","-","-1.76%"
"Nov 29, 2017","203.42","204.95","205.77","202.58","-","-0.76%"
"Nov 28, 2017","204.97","205.18","205.28","203.19","-","-0.11%"
"Nov 27, 2017","205.20","207.54","207.54","205.12","-","-1.12%"
"Nov 24, 2017","207.53","206.99","207.86","206.78","-","0.29%"
"Nov 23, 2017","206.92","208.49","209.39","206.58","-","-0.69%"
"Nov 22, 2017","208.36","208.66","209.49","208.08","-","0.37%"
"Nov 21, 2017","207.59","204.14","207.86","204.14","-","1.73%"
"Nov 20, 2017","204.06","203.71","204.41","203.08","-","0.18%"
"Nov 17, 2017","203.69","202.30","204.36","202.30","-","0.74%"
"Nov 16, 2017","202.20","200.61","202.43","200.49","-","0.85%"
"Nov 15, 2017","200.50","202.40","202.40","199.78","-","-0.92%"
"Nov 14, 2017","202.37","203.18","204.03","202.28","-","-0.39%"
"Nov 13, 2017","203.17","203.08","203.68","202.79","-","0.07%"
"Nov 10, 2017","203.03","203.24","203.63","202.41","-","-0.09%"
"Nov 09, 2017","203.22","202.68","203.89","202.55","-","0.28%"
"Nov 08, 2017","202.65","203.14","203.90","202.61","-","-0.26%"
"Nov 07, 2017","203.17","200.95","203.37","200.95","-","1.13%"
"Nov 06, 2017","200.89","200.02","200.98","197.99","-","0.40%"
"Nov 03, 2017","200.08","199.55","200.27","199.55","-","0.27%"
"Nov 02, 2017","199.54","200.12","200.56","199.35","-","-0.26%"
"Nov 01, 2017","200.07","198.42","200.48","198.42","-","0.82%"
"Oct 31, 2017","198.44","197.74","198.48","197.36","-","0.37%"
"Oct 30, 2017","197.70","197.50","198.88","197.30","-","0.18%"
"Oct 27, 2017","197.34","196.53","198.05","196.53","-","0.34%"
"Oct 26, 2017","196.67","197.61","197.66","196.53","-","-0.49%"
"Oct 25, 2017","197.63","197.33","198.57","197.33","-","0.14%"
"Oct 24, 2017","197.36","198.25","198.51","197.25","-","-0.40%"
"Oct 23, 2017","198.16","199.07","199.67","198.16","-","-0.48%"
"Oct 20, 2017","199.12","197.80","199.46","197.54","-","0.66%"
"Oct 19, 2017","197.81","200.45","201.17","197.42","-","-1.34%"
"Oct 18, 2017","200.50","200.16","200.50","199.63","-","0.33%"
"Oct 17, 2017","199.84","200.75","201.18","199.84","-","-0.47%"
"Oct 16, 2017","200.79","199.24","200.82","199.18","-","0.84%"
"Oct 13, 2017","199.12","198.86","199.49","198.37","-","0.16%"
"Oct 12, 2017","198.80","198.31","199.47","198.31","-","0.25%"
"Oct 11, 2017","198.31","198.10","199.34","197.98","-","0.17%"
"Oct 10, 2017","197.97","196.99","198.19","196.83","-","0.50%"
"Oct 09, 2017","196.99","197.41","197.42","196.50","-","-0.23%"
"Oct 06, 2017","197.44","196.42","197.71","196.42","-","0.50%"
"Oct 05, 2017","196.46","196.11","196.56","196.10","-","0.20%"
"Oct 04, 2017","196.07","195.28","196.68","195.27","-","0.41%"
"Oct 03, 2017","195.26","191.73","195.35","191.69","-","1.78%"
"Oct 02, 2017","191.85","191.32","192.02","191.31","-","0.36%"
"Sep 29, 2017","191.16","189.83","191.19","189.66","-","0.70%"
"Sep 28, 2017","189.84","191.30","191.47","189.71","-","-0.80%"
"Sep 27, 2017","191.38","189.66","191.40","189.66","-","0.92%"
"Sep 26, 2017","189.64","190.30","190.70","189.24","-","-0.43%"
"Sep 25, 2017","190.46","194.58","194.58","189.98","-","-2.07%"
"Sep 22, 2017","194.49","196.01","196.02","194.20","-","-0.80%"
"Sep 21, 2017","196.05","196.01","196.66","195.69","-","-0.09%"
"Sep 20, 2017","196.23","195.99","196.46","195.58","-","0.12%"
"Sep 19, 2017","196.00","196.52","197.24","195.81","-","-0.31%"
"Sep 18, 2017","196.60","194.03","196.67","194.03","-","1.33%"
"Sep 15, 2017","194.01","193.76","194.29","192.58","-","0.11%"
"Sep 14, 2017","193.79","194.18","194.52","193.52","-","-0.24%"
"Sep 13, 2017","194.26","194.24","194.34","193.14","-","0.00%"
"Sep 12, 2017","194.26","193.40","194.26","193.32","-","0.41%"
