Date,Open,High,Low,Close,Adj Close,Volume
2014-09-22,34.310001,34.310001,34.310001,34.310001,25.211227,0
2014-09-23,34.209999,34.209999,34.209999,34.209999,25.137745,0
2014-09-24,34.490002,34.490002,34.490002,34.490002,25.343494,0
2014-09-25,33.930000,33.930000,33.930000,33.930000,24.931999,0
2014-09-26,34.160000,34.160000,34.160000,34.160000,25.101006,0
2014-09-29,33.570000,33.570000,33.570000,33.570000,24.667471,0
2014-09-30,33.439999,33.439999,33.439999,33.439999,24.571943,0
2014-10-01,33.110001,33.110001,33.110001,33.110001,24.329458,0
2014-10-02,33.119999,33.119999,33.119999,33.119999,24.336805,0
2014-10-03,33.779999,33.779999,33.779999,33.779999,24.821777,0
2014-10-06,33.970001,33.970001,33.970001,33.970001,24.961393,0
2014-10-07,33.770000,33.770000,33.770000,33.770000,24.814432,0
2014-10-08,34.040001,34.040001,34.040001,34.040001,25.012829,0
2014-10-09,33.639999,33.639999,33.639999,33.639999,24.718904,0
2014-10-10,32.990002,32.990002,32.990002,32.990002,24.241283,0
2014-10-13,32.849998,32.849998,32.849998,32.849998,24.138409,0
2014-10-14,32.930000,32.930000,32.930000,32.930000,24.197195,0
2014-10-15,32.930000,32.930000,32.930000,32.930000,24.197195,0
2014-10-16,33.040001,33.040001,33.040001,33.040001,24.278025,0
2014-10-17,33.160000,33.160000,33.160000,33.160000,24.366199,0
2014-10-20,33.270000,33.270000,33.270000,33.270000,24.447027,0
2014-10-21,33.689999,33.689999,33.689999,33.689999,24.755648,0
2014-10-22,33.549999,33.549999,33.549999,33.549999,24.652773,0
2014-10-23,33.720001,33.720001,33.720001,33.720001,24.777693,0
2014-10-24,33.610001,33.610001,33.610001,33.610001,24.696863,0
2014-10-27,33.340000,33.340000,33.340000,33.340000,24.498465,0
2014-10-28,33.990002,33.990002,33.990002,33.990002,24.976089,0
2014-10-29,34.110001,34.110001,34.110001,34.110001,25.064266,0
2014-10-30,34.060001,34.060001,34.060001,34.060001,25.027527,0
2014-10-31,34.509998,34.509998,34.509998,34.509998,25.358187,0
2014-11-03,34.430000,34.430000,34.430000,34.430000,25.299404,0
2014-11-04,34.419998,34.419998,34.419998,34.419998,25.292053,0
2014-11-05,34.139999,34.139999,34.139999,34.139999,25.086308,0
2014-11-06,34.029999,34.029999,34.029999,34.029999,25.005480,0
2014-11-07,33.919998,33.919998,33.919998,33.919998,24.924650,0
2014-11-10,34.360001,34.360001,34.360001,34.360001,25.247969,0
2014-11-11,34.410000,34.410000,34.410000,34.410000,25.284708,0
2014-11-12,34.439999,34.439999,34.439999,34.439999,25.306749,0
2014-11-13,34.610001,34.610001,34.610001,34.610001,25.431667,0
2014-11-14,34.770000,34.770000,34.770000,34.770000,25.549240,0
2014-11-17,34.349998,34.349998,34.349998,34.349998,25.240620,0
2014-11-18,34.020000,34.020000,34.020000,34.020000,24.998135,0
2014-11-19,34.029999,34.029999,34.029999,34.029999,25.005480,0
2014-11-20,34.080002,34.080002,34.080002,34.080002,25.042223,0
2014-11-21,34.410000,34.410000,34.410000,34.410000,25.284708,0
2014-11-24,34.730000,34.730000,34.730000,34.730000,25.519846,0
2014-11-25,34.689999,34.689999,34.689999,34.689999,25.490454,0
2014-11-26,35.009998,35.009998,35.009998,35.009998,25.725590,0
2014-11-28,34.959999,34.959999,34.959999,34.959999,25.688852,0
2014-12-01,34.209999,34.209999,34.209999,34.209999,25.137745,0
2014-12-02,34.570000,34.570000,34.570000,34.570000,25.402275,0
2014-12-03,34.520000,34.520000,34.520000,34.520000,25.365538,0
2014-12-04,34.910000,34.910000,34.910000,34.910000,25.652109,0
2014-12-05,30.389999,30.389999,30.389999,30.389999,25.690996,0
2014-12-08,30.389999,30.389999,30.389999,30.389999,25.690996,0
2014-12-09,29.870001,29.870001,29.870001,29.870001,25.251402,0
2014-12-10,29.879999,29.879999,29.879999,29.879999,25.259855,0
2014-12-11,29.790001,29.790001,29.790001,29.790001,25.183775,0
2014-12-12,29.639999,29.639999,29.639999,29.639999,25.056965,0
2014-12-15,29.510000,29.510000,29.510000,29.510000,24.947065,0
2014-12-16,29.459999,29.459999,29.459999,29.459999,24.904797,0
2014-12-17,29.420000,29.420000,29.420000,29.420000,24.870983,0
2014-12-18,29.730000,29.730000,29.730000,29.730000,25.133049,0
2014-12-19,29.690001,29.690001,29.690001,29.690001,25.099236,0
2014-12-22,29.930000,29.930000,29.930000,29.930000,25.302124,0
2014-12-23,29.830000,29.830000,29.830000,29.830000,25.217587,0
2014-12-24,29.760000,29.760000,29.760000,29.760000,25.158411,0
2014-12-26,30.030001,30.030001,30.030001,30.030001,25.386663,0
2014-12-29,30.490000,30.490000,30.490000,30.490000,25.775536,0
2014-12-30,30.389999,30.389999,30.389999,30.389999,25.690996,0
2014-12-31,30.670000,30.670000,30.670000,30.670000,25.927704,0
2015-01-02,31.100000,31.100000,31.100000,31.100000,26.291216,0
2015-01-05,31.090000,31.090000,31.090000,31.090000,26.282761,0
2015-01-06,30.930000,30.930000,30.930000,30.930000,26.147503,0
2015-01-07,31.139999,31.139999,31.139999,31.139999,26.325029,0
2015-01-08,31.510000,31.510000,31.510000,31.510000,26.637819,0
2015-01-09,31.370001,31.370001,31.370001,31.370001,26.519468,0
2015-01-12,31.200001,31.200001,31.200001,31.200001,26.375753,0
2015-01-13,31.410000,31.410000,31.410000,31.410000,26.553282,0
2015-01-14,31.299999,31.299999,31.299999,31.299999,26.460291,0
2015-01-15,31.389999,31.389999,31.389999,31.389999,26.536375,0
2015-01-16,31.610001,31.610001,31.610001,31.610001,26.722359,0
2015-01-20,30.840000,30.840000,30.840000,30.840000,26.071419,0
2015-01-21,31.500000,31.500000,31.500000,31.500000,26.629366,0
2015-01-22,31.860001,31.860001,31.860001,31.860001,26.933702,0
2015-01-23,31.850000,31.850000,31.850000,31.850000,26.925247,0
2015-01-26,31.900000,31.900000,31.900000,31.900000,26.967516,0
2015-01-27,31.530001,31.530001,31.530001,31.530001,26.654728,0
2015-01-28,31.420000,31.420000,31.420000,31.420000,26.561735,0
2015-01-29,31.219999,31.219999,31.219999,31.219999,26.392660,0
2015-01-30,30.820000,30.820000,30.820000,30.820000,26.054510,0
2015-02-02,30.700001,30.700001,30.700001,30.700001,25.953064,0
2015-02-03,31.129999,31.129999,31.129999,31.129999,26.316576,0
2015-02-04,30.930000,30.930000,30.930000,30.930000,26.147503,0
2015-02-05,31.010000,31.010000,31.010000,31.010000,26.215132,0
2015-02-06,30.520000,30.520000,30.520000,30.520000,25.800898,0
2015-02-09,30.430000,30.430000,30.430000,30.430000,25.724812,0
2015-02-10,30.590000,30.590000,30.590000,30.590000,25.860075,0
2015-02-11,30.650000,30.650000,30.650000,30.650000,25.910795,0
2015-02-12,30.860001,30.860001,30.860001,30.860001,26.088327,0
2015-02-13,31.129999,31.129999,31.129999,31.129999,26.316576,0
2015-02-17,31.250000,31.250000,31.250000,31.250000,26.418022,0
2015-02-18,31.299999,31.299999,31.299999,31.299999,26.460291,0
2015-02-19,31.280001,31.280001,31.280001,31.280001,26.443382,0
2015-02-20,31.350000,31.350000,31.350000,31.350000,26.502560,0
2015-02-23,31.250000,31.250000,31.250000,31.250000,26.418022,0
2015-02-24,31.430000,31.430000,31.430000,31.430000,26.570189,0
2015-02-25,31.410000,31.410000,31.410000,31.410000,26.553282,0
2015-02-26,31.629999,31.629999,31.629999,31.629999,26.739265,0
2015-02-27,31.469999,31.469999,31.469999,31.469999,26.604002,0
2015-03-02,31.520000,31.520000,31.520000,31.520000,26.646275,0
2015-03-03,31.170000,31.170000,31.170000,31.170000,26.350391,0
2015-03-04,31.100000,31.100000,31.100000,31.100000,26.291216,0
2015-03-05,30.900000,30.900000,30.900000,30.900000,26.122141,0
2015-03-06,30.790001,30.790001,30.790001,30.790001,26.029150,0
2015-03-09,31.010000,31.010000,31.010000,31.010000,26.215132,0
2015-03-10,30.480000,30.480000,30.480000,30.480000,25.767082,0
2015-03-11,30.590000,30.590000,30.590000,30.590000,25.860075,0
2015-03-12,30.920000,30.920000,30.920000,30.920000,26.139050,0
2015-03-13,30.959999,30.959999,30.959999,30.959999,26.172863,0
2015-03-16,31.230000,31.230000,31.230000,31.230000,26.401114,0
2015-03-17,31.350000,31.350000,31.350000,31.350000,26.502560,0
2015-03-18,31.830000,31.830000,31.830000,31.830000,26.908340,0
2015-03-19,31.879999,31.879999,31.879999,31.879999,26.950609,0
2015-03-20,32.250000,32.250000,32.250000,32.250000,27.263399,0
2015-03-23,32.290001,32.290001,32.290001,32.290001,27.297216,0
2015-03-24,32.189999,32.189999,32.189999,32.189999,27.212675,0
2015-03-25,31.870001,31.870001,31.870001,31.870001,26.942156,0
2015-03-26,31.879999,31.879999,31.879999,31.879999,26.950609,0
2015-03-27,31.860001,31.860001,31.860001,31.860001,26.933702,0
2015-03-30,32.610001,32.610001,32.610001,32.610001,27.567734,0
2015-03-31,32.630001,32.630001,32.630001,32.630001,27.584642,0
2015-04-01,33.080002,33.080002,33.080002,33.080002,27.965067,0
2015-04-02,33.470001,33.470001,33.470001,33.470001,28.294760,0
2015-04-06,33.810001,33.810001,33.810001,33.810001,28.582190,0
2015-04-07,33.709999,33.709999,33.709999,33.709999,28.497648,0
2015-04-08,35.169998,35.169998,35.169998,35.169998,29.731897,0
2015-04-09,35.840000,35.840000,35.840000,35.840000,30.298298,0
2015-04-10,36.349998,36.349998,36.349998,36.349998,30.729443,0
2015-04-13,37.650002,37.650002,37.650002,37.650002,31.828434,0
2015-04-14,37.230000,37.230000,37.230000,37.230000,31.473372,0
2015-04-15,37.099998,37.099998,37.099998,37.099998,31.363476,0
2015-04-16,37.660000,37.660000,37.660000,37.660000,31.836885,0
2015-04-17,37.380001,37.380001,37.380001,37.380001,31.600182,0
2015-04-20,36.689999,36.689999,36.689999,36.689999,31.016869,0
2015-04-21,37.439999,37.439999,37.439999,37.439999,31.650902,0
2015-04-22,38.060001,38.060001,38.060001,38.060001,32.175034,0
2015-04-23,38.060001,38.060001,38.060001,38.060001,32.175034,0
2015-04-24,38.150002,38.150002,38.150002,38.150002,32.251122,0
2015-04-27,38.560001,38.560001,38.560001,38.560001,32.597729,0
2015-04-28,38.320000,38.320000,38.320000,38.320000,32.394836,0
2015-04-29,38.080002,38.080002,38.080002,38.080002,32.191944,0
2015-04-30,38.009998,38.009998,38.009998,38.009998,32.132767,0
2015-05-01,38.119999,38.119999,38.119999,38.119999,32.225758,0
2015-05-04,38.270000,38.270000,38.270000,38.270000,32.352566,0
2015-05-05,37.139999,37.139999,37.139999,37.139999,31.397289,0
2015-05-06,37.070000,37.070000,37.070000,37.070000,31.338114,0
2015-05-07,36.610001,36.610001,36.610001,36.610001,30.949242,0
2015-05-08,37.520000,37.520000,37.520000,37.520000,31.718533,0
2015-05-11,37.590000,37.590000,37.590000,37.590000,31.777710,0
2015-05-12,37.310001,37.310001,37.310001,37.310001,31.541006,0
2015-05-13,37.200001,37.200001,37.200001,37.200001,31.448013,0
2015-05-14,37.349998,37.349998,37.349998,37.349998,31.574816,0
2015-05-15,37.680000,37.680000,37.680000,37.680000,31.853792,0
2015-05-18,37.580002,37.580002,37.580002,37.580002,31.769258,0
2015-05-19,38.200001,38.200001,38.200001,38.200001,32.293388,0
2015-05-20,38.320000,38.320000,38.320000,38.320000,32.394836,0
2015-05-21,38.549999,38.549999,38.549999,38.549999,32.589275,0
2015-05-22,39.070000,39.070000,39.070000,39.070000,33.028866,0
2015-05-26,39.820000,39.820000,39.820000,39.820000,33.662899,0
2015-05-27,39.830002,39.830002,39.830002,39.830002,33.671356,0
2015-05-28,38.570000,38.570000,38.570000,38.570000,32.606182,0
2015-05-29,38.549999,38.549999,38.549999,38.549999,32.589275,0
2015-06-01,39.070000,39.070000,39.070000,39.070000,33.028866,0
2015-06-02,38.889999,38.889999,38.889999,38.889999,32.876698,0
2015-06-03,38.770000,38.770000,38.770000,38.770000,32.775253,0
2015-06-04,38.480000,38.480000,38.480000,38.480000,32.530094,0
2015-06-05,38.330002,38.330002,38.330002,38.330002,32.403294,0
2015-06-08,38.349998,38.349998,38.349998,38.349998,32.420197,0
2015-06-09,37.599998,37.599998,37.599998,37.599998,31.786161,0
2015-06-10,37.689999,37.689999,37.689999,37.689999,31.862244,0
2015-06-11,37.869999,37.869999,37.869999,37.869999,32.014416,0
2015-06-12,38.590000,38.590000,38.590000,38.590000,32.623089,0
2015-06-15,37.750000,37.750000,37.750000,37.750000,31.912971,0
2015-06-16,37.150002,37.150002,37.150002,37.150002,31.405745,0
2015-06-17,37.580002,37.580002,37.580002,37.580002,31.769258,0
2015-06-18,37.610001,37.610001,37.610001,37.610001,31.794617,0
2015-06-19,36.889999,36.889999,36.889999,36.889999,31.185946,0
2015-06-22,37.240002,37.240002,37.240002,37.240002,31.481831,0
2015-06-23,37.970001,37.970001,37.970001,37.970001,32.098957,0
2015-06-24,38.139999,38.139999,38.139999,38.139999,32.242664,0
2015-06-25,37.849998,37.849998,37.849998,37.849998,31.997509,0
2015-06-26,36.630001,36.630001,36.630001,36.630001,30.966150,0
2015-06-29,35.220001,35.220001,35.220001,35.220001,29.774166,0
2015-06-30,36.419998,36.419998,36.419998,36.419998,30.788618,0
2015-07-01,36.270000,36.270000,36.270000,36.270000,30.661816,0
2015-07-02,35.709999,35.709999,35.709999,35.709999,30.188402,0
2015-07-06,33.070000,33.070000,33.070000,33.070000,27.956608,0
2015-07-07,31.500000,31.500000,31.500000,31.500000,26.629366,0
2015-07-08,29.230000,29.230000,29.230000,29.230000,24.710361,0
2015-07-09,31.809999,31.809999,31.809999,31.809999,26.891432,0
2015-07-10,33.150002,33.150002,33.150002,33.150002,28.024242,0
2015-07-13,33.840000,33.840000,33.840000,33.840000,28.607548,0
2015-07-14,33.549999,33.549999,33.549999,33.549999,28.362387,0
2015-07-15,32.660000,32.660000,32.660000,32.660000,27.610003,0
2015-07-16,33.119999,33.119999,33.119999,33.119999,27.998877,0
2015-07-17,33.700001,33.700001,33.700001,33.700001,28.489197,0
2015-07-20,33.599998,33.599998,33.599998,33.599998,28.404655,0
2015-07-21,33.830002,33.830002,33.830002,33.830002,28.599096,0
2015-07-22,33.340000,33.340000,33.340000,33.340000,28.184858,0
2015-07-23,33.630001,33.630001,33.630001,33.630001,28.430021,0
2015-07-24,32.980000,32.980000,32.980000,32.980000,27.880522,0
2015-07-27,31.290001,31.290001,31.290001,31.290001,26.451839,0
2015-07-28,31.360001,31.360001,31.360001,31.360001,26.511015,0
2015-07-29,31.690001,31.690001,31.690001,31.690001,26.789989,0
2015-07-30,31.360001,31.360001,31.360001,31.360001,26.511015,0
2015-07-31,31.469999,31.469999,31.469999,31.469999,26.604002,0
2015-08-03,31.059999,31.059999,31.059999,31.059999,26.257401,0
2015-08-04,31.360001,31.360001,31.360001,31.360001,26.511015,0
2015-08-05,31.480000,31.480000,31.480000,31.480000,26.612459,0
2015-08-06,31.299999,31.299999,31.299999,31.299999,26.460291,0
2015-08-07,31.650000,31.650000,31.650000,31.650000,26.756172,0
2015-08-10,32.509998,32.509998,32.509998,32.509998,27.483194,0
2015-08-11,31.680000,31.680000,31.680000,31.680000,26.781536,0
2015-08-12,30.809999,30.809999,30.809999,30.809999,26.046055,0
2015-08-13,31.010000,31.010000,31.010000,31.010000,26.215132,0
2015-08-14,31.100000,31.100000,31.100000,31.100000,26.291216,0
2015-08-17,30.879999,30.879999,30.879999,30.879999,26.105232,0
2015-08-18,30.059999,30.059999,30.059999,30.059999,25.412024,0
